index,rank,ur_id,pr_id,similarity_score,create_date,pull_request_date,latest_release_date,user_review,pull_request,url,author,label,relevance
219,3,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTY3MjM4MzY5,0.07100877165794373,2018-09-22 13:46:08,2018-02-05 19:50:58,2018-03-30 18:03:05,Crashes whenever I upload a photo,"Fix string resources Fixes #1112 issue_#1112: Fix string resource values with '%s' It looks like the values with '%s' in 28a6a3b caused compilation errors in 72cddbf . The problem is that apparently translatewiki.net cannot preserve the 'formatted=""false""' attribute. However, even if translatewiki.net supports it, should they be replaced with positional arguments anyway? I think sometimes translation may break the ordering of arguments. (I mean argument_index in https://developer.android.com/reference/java/util/Formatter.html by 'positional arguments'.)",https://github.com/commons-app/apps-android-commons/pull/1120,maskaravivek,0,medium
220,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTY3NjUzNTYw,0.34059470891952515,2018-09-26 00:42:10,2018-02-07 10:31:59,2018-03-30 18:03:05,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Implement direct uploads from Nearby List Hooks up the camera and gallery buttons in Nearby List, as part of the requirement for #252 . Title and desc fields are autofilled, similar in scope to #1060 . Category suggestions and Wikidata edits have not been implemented. issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps: pull_request_#1060: Implement direct uploads for Nearby Map I decided to submit this PR after getting the Nearby Map direct uploads for #252 sorted, and will work on the Nearby List direct uploads in a separate PR. This is aimed at allowing @neslihanturan to start work on updating the user's real-time position in the Nearby Map once this PR has been merged, while minimizing conflicts. I have tested this on an emulator running API 25. What this PR does: What this PR does NOT cover (and will thus need to be handled in our future PRs):",https://github.com/commons-app/apps-android-commons/pull/1121,misaochan,0,high
221,2,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTY3NjUzNTYw,0.31064459681510925,2018-12-07 01:24:08,2018-02-07 10:31:59,2018-03-30 18:03:05,Getting error again and again while uploading photos from Google Photos.,"Implement direct uploads from Nearby List Hooks up the camera and gallery buttons in Nearby List, as part of the requirement for #252 . Title and desc fields are autofilled, similar in scope to #1060 . Category suggestions and Wikidata edits have not been implemented. issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps: pull_request_#1060: Implement direct uploads for Nearby Map I decided to submit this PR after getting the Nearby Map direct uploads for #252 sorted, and will work on the Nearby List direct uploads in a separate PR. This is aimed at allowing @neslihanturan to start work on updating the user's real-time position in the Nearby Map once this PR has been merged, while minimizing conflicts. I have tested this on an emulator running API 25. What this PR does: What this PR does NOT cover (and will thus need to be handled in our future PRs):",https://github.com/commons-app/apps-android-commons/pull/1121,misaochan,0,high
222,3,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTY3NjUzNTYw,0.2974318861961365,2018-09-17 18:49:24,2018-02-07 10:31:59,2018-03-30 18:03:05,The app crashes when uploading images. Fix it,"Implement direct uploads from Nearby List Hooks up the camera and gallery buttons in Nearby List, as part of the requirement for #252 . Title and desc fields are autofilled, similar in scope to #1060 . Category suggestions and Wikidata edits have not been implemented. issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps: pull_request_#1060: Implement direct uploads for Nearby Map I decided to submit this PR after getting the Nearby Map direct uploads for #252 sorted, and will work on the Nearby List direct uploads in a separate PR. This is aimed at allowing @neslihanturan to start work on updating the user's real-time position in the Nearby Map once this PR has been merged, while minimizing conflicts. I have tested this on an emulator running API 25. What this PR does: What this PR does NOT cover (and will thus need to be handled in our future PRs):",https://github.com/commons-app/apps-android-commons/pull/1121,misaochan,0,high
223,4,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTY3NjUzNTYw,0.2920597493648529,2018-09-22 13:46:08,2018-02-07 10:31:59,2018-03-30 18:03:05,Crashes whenever I upload a photo,"Implement direct uploads from Nearby List Hooks up the camera and gallery buttons in Nearby List, as part of the requirement for #252 . Title and desc fields are autofilled, similar in scope to #1060 . Category suggestions and Wikidata edits have not been implemented. issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps: pull_request_#1060: Implement direct uploads for Nearby Map I decided to submit this PR after getting the Nearby Map direct uploads for #252 sorted, and will work on the Nearby List direct uploads in a separate PR. This is aimed at allowing @neslihanturan to start work on updating the user's real-time position in the Nearby Map once this PR has been merged, while minimizing conflicts. I have tested this on an emulator running API 25. What this PR does: What this PR does NOT cover (and will thus need to be handled in our future PRs):",https://github.com/commons-app/apps-android-commons/pull/1121,misaochan,0,high
224,5,d0fbfd96-ba74-44e8-aaca-d23f18c4ddd4,MDExOlB1bGxSZXF1ZXN0MTY3NjUzNTYw,0.2688831090927124,2018-09-10 05:20:22,2018-02-07 10:31:59,2018-03-30 18:03:05,"Continuous uploading failed, no option for editing, tags are not coming up, no confirmation of uploads, no multiple uploads please fix these issues.","Implement direct uploads from Nearby List Hooks up the camera and gallery buttons in Nearby List, as part of the requirement for #252 . Title and desc fields are autofilled, similar in scope to #1060 . Category suggestions and Wikidata edits have not been implemented. issue_#252: Upload a picture directly from list of nearby places needing photos Update: This is in the IEG renewal and work will begin on it shortly. I have edited the opening post to add the scope and use case. Also making a list of steps as this is a pretty long and involved task. Use case: The current process of contributing images for nearby places that need pictures is rather cumbersome. The user would have to go to the list or map of nearby places, and after finding a location that they want to photograph based on that, they would need to go back to the main screen of the app and submit their image via the standard upload process. None of the wealth of information available in the Wikidata item for that location is utilized in the upload process. Scope: We intend to implement direct uploads, where the process would be: Steps: pull_request_#1060: Implement direct uploads for Nearby Map I decided to submit this PR after getting the Nearby Map direct uploads for #252 sorted, and will work on the Nearby List direct uploads in a separate PR. This is aimed at allowing @neslihanturan to start work on updating the user's real-time position in the Nearby Map once this PR has been merged, while minimizing conflicts. I have tested this on an emulator running API 25. What this PR does: What this PR does NOT cover (and will thus need to be handled in our future PRs):",https://github.com/commons-app/apps-android-commons/pull/1121,misaochan,0,medium
230,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTY4OTg3OTQ4,0.5144757032394409,2018-09-26 00:42:10,2018-02-13 23:48:32,2018-03-30 18:03:05,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Issue #1144 - Added ISSUE_TEMPLATE.md for new issue creation fix: #717 created template for creating a new issue by contributors (what they observed and what should be instead of that, how others can reproduce the same issue like this, system log). pull_request_#717: Temporary fix for API 25 camera crash See #457",https://github.com/commons-app/apps-android-commons/pull/1145,ujjwalagrawal17,0,high
231,2,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTY4OTg3OTQ4,0.4836089015007019,2018-09-22 13:46:08,2018-02-13 23:48:32,2018-03-30 18:03:05,Crashes whenever I upload a photo,"Issue #1144 - Added ISSUE_TEMPLATE.md for new issue creation fix: #717 created template for creating a new issue by contributors (what they observed and what should be instead of that, how others can reproduce the same issue like this, system log). pull_request_#717: Temporary fix for API 25 camera crash See #457",https://github.com/commons-app/apps-android-commons/pull/1145,ujjwalagrawal17,0,high
232,3,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTY4OTg3OTQ4,0.4719827175140381,2018-09-17 18:49:24,2018-02-13 23:48:32,2018-03-30 18:03:05,The app crashes when uploading images. Fix it,"Issue #1144 - Added ISSUE_TEMPLATE.md for new issue creation fix: #717 created template for creating a new issue by contributors (what they observed and what should be instead of that, how others can reproduce the same issue like this, system log). pull_request_#717: Temporary fix for API 25 camera crash See #457",https://github.com/commons-app/apps-android-commons/pull/1145,ujjwalagrawal17,0,high
233,4,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTY4OTg3OTQ4,0.3801461458206177,2018-12-07 01:24:08,2018-02-13 23:48:32,2018-03-30 18:03:05,Getting error again and again while uploading photos from Google Photos.,"Issue #1144 - Added ISSUE_TEMPLATE.md for new issue creation fix: #717 created template for creating a new issue by contributors (what they observed and what should be instead of that, how others can reproduce the same issue like this, system log). pull_request_#717: Temporary fix for API 25 camera crash See #457",https://github.com/commons-app/apps-android-commons/pull/1145,ujjwalagrawal17,0,high
234,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTY5MDI4MDky,0.49780893325805664,2018-09-26 00:42:10,2018-02-14 05:58:16,2018-03-30 18:03:05,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.",1130-g solved Part of #1130 1130 -(g) bug fixed Ready for Review issue_#1130: Crashes in v2.6.7 New contributors welcome - please mention the specific issue you are fixing (e.g. 1130(a)) in your pull request.,https://github.com/commons-app/apps-android-commons/pull/1148,tshradheya,0,high
235,2,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTY5MDI4MDky,0.4456714391708374,2018-09-17 18:49:24,2018-02-14 05:58:16,2018-03-30 18:03:05,The app crashes when uploading images. Fix it,1130-g solved Part of #1130 1130 -(g) bug fixed Ready for Review issue_#1130: Crashes in v2.6.7 New contributors welcome - please mention the specific issue you are fixing (e.g. 1130(a)) in your pull request.,https://github.com/commons-app/apps-android-commons/pull/1148,tshradheya,0,high
236,3,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTY5MDI4MDky,0.4165509045124054,2018-09-22 13:46:08,2018-02-14 05:58:16,2018-03-30 18:03:05,Crashes whenever I upload a photo,1130-g solved Part of #1130 1130 -(g) bug fixed Ready for Review issue_#1130: Crashes in v2.6.7 New contributors welcome - please mention the specific issue you are fixing (e.g. 1130(a)) in your pull request.,https://github.com/commons-app/apps-android-commons/pull/1148,tshradheya,0,high
237,4,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTY5MDI4MDky,0.28092890977859497,2018-12-07 01:24:08,2018-02-14 05:58:16,2018-03-30 18:03:05,Getting error again and again while uploading photos from Google Photos.,1130-g solved Part of #1130 1130 -(g) bug fixed Ready for Review issue_#1130: Crashes in v2.6.7 New contributors welcome - please mention the specific issue you are fixing (e.g. 1130(a)) in your pull request.,https://github.com/commons-app/apps-android-commons/pull/1148,tshradheya,0,medium
238,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTY5MTU5NTYz,0.43292954564094543,2018-09-26 00:42:10,2018-02-14 16:34:16,2018-03-30 18:03:05,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Bug#954 Take latitude/longitude from picture taken seconds after Fixes bug #954 issue_#954: Take latitude/longitude from picture taken seconds after When I go photohunting and finally reach that historical remain after walking for kilometers, I usually take several pictures with slightly different lighting/angle. I usually take about 5 pictures of the thing, and when I am back home I judge which one is the best. Problem: The first few pictures usually do not have GPS information. And quite often the first picture is the best. Actually, when uploading from Android I usually have the gallery app showing each picture fullscreen, and I swipe in chronological order, so the one which I upload to Commons is usually the first I took, often without GPS info. Solution: When the user tries to upload a picture with GPS info, try to find a picture taken within 20 seconds after which has GPS info. Then show a screen showing the two picture and asking ""Did you shoot these two pictures at the same place? Do you want to use the latitude/longitude of the picture on the right? And use it. Do not use GPS orientation as orientation can totally change within a second. The worst error would probably be someone taking serial shoots from a running high-speed train, that's why the confirmation step is required. Technically that could be done by reading the chosen picture's file creation date and folder, then listing the files in that folder by creation date, and reading the EXIF of the ones after until either you find GPS coordinates or the EXIF has more than 10 seconds. A ""phase 2"" enhancement could be getting the EXIF's GPSDOP parameter (measurement precision) to use the one with the best precision, as GPS sometimes takes a bit of time to get precise.",https://github.com/commons-app/apps-android-commons/pull/1150,harisankerPradeep,0,medium
239,2,15bdaeb1-0d33-415f-b7d2-309cbcd00a70,MDExOlB1bGxSZXF1ZXN0MTY5MTU5NTYz,0.4196540117263794,2018-09-11 05:00:16,2018-02-14 16:34:16,2018-03-30 18:03:05,Not at all a single picture getting uploaded.,"Bug#954 Take latitude/longitude from picture taken seconds after Fixes bug #954 issue_#954: Take latitude/longitude from picture taken seconds after When I go photohunting and finally reach that historical remain after walking for kilometers, I usually take several pictures with slightly different lighting/angle. I usually take about 5 pictures of the thing, and when I am back home I judge which one is the best. Problem: The first few pictures usually do not have GPS information. And quite often the first picture is the best. Actually, when uploading from Android I usually have the gallery app showing each picture fullscreen, and I swipe in chronological order, so the one which I upload to Commons is usually the first I took, often without GPS info. Solution: When the user tries to upload a picture with GPS info, try to find a picture taken within 20 seconds after which has GPS info. Then show a screen showing the two picture and asking ""Did you shoot these two pictures at the same place? Do you want to use the latitude/longitude of the picture on the right? And use it. Do not use GPS orientation as orientation can totally change within a second. The worst error would probably be someone taking serial shoots from a running high-speed train, that's why the confirmation step is required. Technically that could be done by reading the chosen picture's file creation date and folder, then listing the files in that folder by creation date, and reading the EXIF of the ones after until either you find GPS coordinates or the EXIF has more than 10 seconds. A ""phase 2"" enhancement could be getting the EXIF's GPSDOP parameter (measurement precision) to use the one with the best precision, as GPS sometimes takes a bit of time to get precise.",https://github.com/commons-app/apps-android-commons/pull/1150,harisankerPradeep,0,medium
240,3,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTY5MTU5NTYz,0.4161272644996643,2018-09-22 13:46:08,2018-02-14 16:34:16,2018-03-30 18:03:05,Crashes whenever I upload a photo,"Bug#954 Take latitude/longitude from picture taken seconds after Fixes bug #954 issue_#954: Take latitude/longitude from picture taken seconds after When I go photohunting and finally reach that historical remain after walking for kilometers, I usually take several pictures with slightly different lighting/angle. I usually take about 5 pictures of the thing, and when I am back home I judge which one is the best. Problem: The first few pictures usually do not have GPS information. And quite often the first picture is the best. Actually, when uploading from Android I usually have the gallery app showing each picture fullscreen, and I swipe in chronological order, so the one which I upload to Commons is usually the first I took, often without GPS info. Solution: When the user tries to upload a picture with GPS info, try to find a picture taken within 20 seconds after which has GPS info. Then show a screen showing the two picture and asking ""Did you shoot these two pictures at the same place? Do you want to use the latitude/longitude of the picture on the right? And use it. Do not use GPS orientation as orientation can totally change within a second. The worst error would probably be someone taking serial shoots from a running high-speed train, that's why the confirmation step is required. Technically that could be done by reading the chosen picture's file creation date and folder, then listing the files in that folder by creation date, and reading the EXIF of the ones after until either you find GPS coordinates or the EXIF has more than 10 seconds. A ""phase 2"" enhancement could be getting the EXIF's GPSDOP parameter (measurement precision) to use the one with the best precision, as GPS sometimes takes a bit of time to get precise.",https://github.com/commons-app/apps-android-commons/pull/1150,harisankerPradeep,0,medium
241,4,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTY5MTU5NTYz,0.40845203399658203,2018-09-17 18:49:24,2018-02-14 16:34:16,2018-03-30 18:03:05,The app crashes when uploading images. Fix it,"Bug#954 Take latitude/longitude from picture taken seconds after Fixes bug #954 issue_#954: Take latitude/longitude from picture taken seconds after When I go photohunting and finally reach that historical remain after walking for kilometers, I usually take several pictures with slightly different lighting/angle. I usually take about 5 pictures of the thing, and when I am back home I judge which one is the best. Problem: The first few pictures usually do not have GPS information. And quite often the first picture is the best. Actually, when uploading from Android I usually have the gallery app showing each picture fullscreen, and I swipe in chronological order, so the one which I upload to Commons is usually the first I took, often without GPS info. Solution: When the user tries to upload a picture with GPS info, try to find a picture taken within 20 seconds after which has GPS info. Then show a screen showing the two picture and asking ""Did you shoot these two pictures at the same place? Do you want to use the latitude/longitude of the picture on the right? And use it. Do not use GPS orientation as orientation can totally change within a second. The worst error would probably be someone taking serial shoots from a running high-speed train, that's why the confirmation step is required. Technically that could be done by reading the chosen picture's file creation date and folder, then listing the files in that folder by creation date, and reading the EXIF of the ones after until either you find GPS coordinates or the EXIF has more than 10 seconds. A ""phase 2"" enhancement could be getting the EXIF's GPSDOP parameter (measurement precision) to use the one with the best precision, as GPS sometimes takes a bit of time to get precise.",https://github.com/commons-app/apps-android-commons/pull/1150,harisankerPradeep,0,medium
242,5,cf3b80cc-f44e-440a-b615-fecec6bbf744,MDExOlB1bGxSZXF1ZXN0MTY5MTU5NTYz,0.40148472785949707,2018-12-07 01:24:08,2018-02-14 16:34:16,2018-03-30 18:03:05,Getting error again and again while uploading photos from Google Photos.,"Bug#954 Take latitude/longitude from picture taken seconds after Fixes bug #954 issue_#954: Take latitude/longitude from picture taken seconds after When I go photohunting and finally reach that historical remain after walking for kilometers, I usually take several pictures with slightly different lighting/angle. I usually take about 5 pictures of the thing, and when I am back home I judge which one is the best. Problem: The first few pictures usually do not have GPS information. And quite often the first picture is the best. Actually, when uploading from Android I usually have the gallery app showing each picture fullscreen, and I swipe in chronological order, so the one which I upload to Commons is usually the first I took, often without GPS info. Solution: When the user tries to upload a picture with GPS info, try to find a picture taken within 20 seconds after which has GPS info. Then show a screen showing the two picture and asking ""Did you shoot these two pictures at the same place? Do you want to use the latitude/longitude of the picture on the right? And use it. Do not use GPS orientation as orientation can totally change within a second. The worst error would probably be someone taking serial shoots from a running high-speed train, that's why the confirmation step is required. Technically that could be done by reading the chosen picture's file creation date and folder, then listing the files in that folder by creation date, and reading the EXIF of the ones after until either you find GPS coordinates or the EXIF has more than 10 seconds. A ""phase 2"" enhancement could be getting the EXIF's GPSDOP parameter (measurement precision) to use the one with the best precision, as GPS sometimes takes a bit of time to get precise.",https://github.com/commons-app/apps-android-commons/pull/1150,harisankerPradeep,0,medium
245,1,1455edda-7830-4cca-bc09-0d5a6845a3cd,MDExOlB1bGxSZXF1ZXN0MTYwNTkzNDIy,0.19158855080604553,2018-11-05 07:48:15,2017-12-30 16:13:59,2018-01-16 09:23:31,It has not been working on my phone.,"Fix issue with Nearby item descriptions Seems to fix #823 for me. Could anyone (especially those with a non-English phone language) help test and see if it works for them? Edit: While we're at it, I renamed Description to Label to prevent any further misunderstandings, lol. issue_#823: Nearby item descriptions not working in v2.5.0 (beta) Posting on behalf of @VojtechDostal who is unable to do so at the moment: Item descriptions in Nearby Places do not work for him after the recent patch. For instance, this description used to beinstance of (P31)(which admittedly isn't the best description, haha, but still) but now only says ?",https://github.com/commons-app/apps-android-commons/pull/1034,misaochan,0,medium
246,1,ee151f72-7bd2-44ea-9005-1dcca9dbb351,MDExOlB1bGxSZXF1ZXN0MTYxNDI3OTAx,0.49241310358047485,2018-09-26 00:42:10,2018-01-05 21:09:05,2018-01-16 09:23:31,"The app crashes each time you try to upload a picture. I have tried both from Gallery and from the app and each time the app crashes. This is very frustrating. Reading earlier reviews one gets to know that this is a recurring issue a d still hasn't been rectified. Very disappointing, indeed.","Avoid crash when service is disconnected Fixes #1036. From the android developer docs it doesn't seem that onServiceDisconnected is such an event that the app should be crashed by throwing an exception in this scenario. https://developer.android.com/reference/android/content/ServiceConnection.html For now lets avoid the crash by logging the error. As @psh we can move away from dagger injection for this particular service but am not sure if that would eliminate all such crashes. issue_#1036: [Urgent] Crashes in v2.6.5 We are getting a lot of crashes in v2.6.5 production, with a crash rate of 4.27%, more than in previous versions. This has unfortunately led to a lot of uninstalls. :( The majority of the crashes seem to be related to Dagger. I have pasted them below: Pixel 2 XL (taimen) | 3 | 27.3% Nexus 6P (angler) | 3 | 27.3% Pixel (sailfish) | 2 | 18.2% Pixel XL (marlin) | 1 | 9.1% Others | 2 | 18.2% Moto G(4) (athene) | 5 | 33.3% Moto G (5) Plus (potter_n) | 4 | 26.7% Moto G (5S) (montana) | 2 | 13.3% Aquaris U (chaozu) | 2 | 13.3% Galaxy J7 Pro (j7y17lte) | 2 | 25.0% Galaxy J5(2016) (j5xnlte) | 2 | 25.0% Galaxy S7 (heroqltespr) | 2 | 25.0% Galaxy S8 (dreamlte) | 2 | 25.0%",https://github.com/commons-app/apps-android-commons/pull/1046,maskaravivek,0,high
247,2,7060b7da-b9fc-4167-b7d0-a38aca109e1c,MDExOlB1bGxSZXF1ZXN0MTYxNDI3OTAx,0.44755250215530396,2018-01-21 20:17:16,2018-01-05 21:09:05,2018-01-16 09:23:31,When uploading apps it crash everytime so annoying,"Avoid crash when service is disconnected Fixes #1036. From the android developer docs it doesn't seem that onServiceDisconnected is such an event that the app should be crashed by throwing an exception in this scenario. https://developer.android.com/reference/android/content/ServiceConnection.html For now lets avoid the crash by logging the error. As @psh we can move away from dagger injection for this particular service but am not sure if that would eliminate all such crashes. issue_#1036: [Urgent] Crashes in v2.6.5 We are getting a lot of crashes in v2.6.5 production, with a crash rate of 4.27%, more than in previous versions. This has unfortunately led to a lot of uninstalls. :( The majority of the crashes seem to be related to Dagger. I have pasted them below: Pixel 2 XL (taimen) | 3 | 27.3% Nexus 6P (angler) | 3 | 27.3% Pixel (sailfish) | 2 | 18.2% Pixel XL (marlin) | 1 | 9.1% Others | 2 | 18.2% Moto G(4) (athene) | 5 | 33.3% Moto G (5) Plus (potter_n) | 4 | 26.7% Moto G (5S) (montana) | 2 | 13.3% Aquaris U (chaozu) | 2 | 13.3% Galaxy J7 Pro (j7y17lte) | 2 | 25.0% Galaxy J5(2016) (j5xnlte) | 2 | 25.0% Galaxy S7 (heroqltespr) | 2 | 25.0% Galaxy S8 (dreamlte) | 2 | 25.0%",https://github.com/commons-app/apps-android-commons/pull/1046,maskaravivek,0,high
248,3,968fad2a-8641-45df-b489-28fa9850ac35,MDExOlB1bGxSZXF1ZXN0MTYxNDI3OTAx,0.4149598777294159,2018-09-17 18:49:24,2018-01-05 21:09:05,2018-01-16 09:23:31,The app crashes when uploading images. Fix it,"Avoid crash when service is disconnected Fixes #1036. From the android developer docs it doesn't seem that onServiceDisconnected is such an event that the app should be crashed by throwing an exception in this scenario. https://developer.android.com/reference/android/content/ServiceConnection.html For now lets avoid the crash by logging the error. As @psh we can move away from dagger injection for this particular service but am not sure if that would eliminate all such crashes. issue_#1036: [Urgent] Crashes in v2.6.5 We are getting a lot of crashes in v2.6.5 production, with a crash rate of 4.27%, more than in previous versions. This has unfortunately led to a lot of uninstalls. :( The majority of the crashes seem to be related to Dagger. I have pasted them below: Pixel 2 XL (taimen) | 3 | 27.3% Nexus 6P (angler) | 3 | 27.3% Pixel (sailfish) | 2 | 18.2% Pixel XL (marlin) | 1 | 9.1% Others | 2 | 18.2% Moto G(4) (athene) | 5 | 33.3% Moto G (5) Plus (potter_n) | 4 | 26.7% Moto G (5S) (montana) | 2 | 13.3% Aquaris U (chaozu) | 2 | 13.3% Galaxy J7 Pro (j7y17lte) | 2 | 25.0% Galaxy J5(2016) (j5xnlte) | 2 | 25.0% Galaxy S7 (heroqltespr) | 2 | 25.0% Galaxy S8 (dreamlte) | 2 | 25.0%",https://github.com/commons-app/apps-android-commons/pull/1046,maskaravivek,0,high
249,4,9b8cb09d-d9c8-4a67-b49f-80549a8528ba,MDExOlB1bGxSZXF1ZXN0MTYxNDI3OTAx,0.3595319092273712,2018-09-22 13:46:08,2018-01-05 21:09:05,2018-01-16 09:23:31,Crashes whenever I upload a photo,"Avoid crash when service is disconnected Fixes #1036. From the android developer docs it doesn't seem that onServiceDisconnected is such an event that the app should be crashed by throwing an exception in this scenario. https://developer.android.com/reference/android/content/ServiceConnection.html For now lets avoid the crash by logging the error. As @psh we can move away from dagger injection for this particular service but am not sure if that would eliminate all such crashes. issue_#1036: [Urgent] Crashes in v2.6.5 We are getting a lot of crashes in v2.6.5 production, with a crash rate of 4.27%, more than in previous versions. This has unfortunately led to a lot of uninstalls. :( The majority of the crashes seem to be related to Dagger. I have pasted them below: Pixel 2 XL (taimen) | 3 | 27.3% Nexus 6P (angler) | 3 | 27.3% Pixel (sailfish) | 2 | 18.2% Pixel XL (marlin) | 1 | 9.1% Others | 2 | 18.2% Moto G(4) (athene) | 5 | 33.3% Moto G (5) Plus (potter_n) | 4 | 26.7% Moto G (5S) (montana) | 2 | 13.3% Aquaris U (chaozu) | 2 | 13.3% Galaxy J7 Pro (j7y17lte) | 2 | 25.0% Galaxy J5(2016) (j5xnlte) | 2 | 25.0% Galaxy S7 (heroqltespr) | 2 | 25.0% Galaxy S8 (dreamlte) | 2 | 25.0%",https://github.com/commons-app/apps-android-commons/pull/1046,maskaravivek,0,high
250,5,a72c382a-dac0-4fc1-bf82-8a06f3d53439,MDExOlB1bGxSZXF1ZXN0MTYxNDI3OTAx,0.3111497163772583,2018-04-28 13:56:07,2018-01-05 21:09:05,2018-01-16 09:23:31,"Upload fails. Constantly. App does one job and - well, it doesn't do it.","Avoid crash when service is disconnected Fixes #1036. From the android developer docs it doesn't seem that onServiceDisconnected is such an event that the app should be crashed by throwing an exception in this scenario. https://developer.android.com/reference/android/content/ServiceConnection.html For now lets avoid the crash by logging the error. As @psh we can move away from dagger injection for this particular service but am not sure if that would eliminate all such crashes. issue_#1036: [Urgent] Crashes in v2.6.5 We are getting a lot of crashes in v2.6.5 production, with a crash rate of 4.27%, more than in previous versions. This has unfortunately led to a lot of uninstalls. :( The majority of the crashes seem to be related to Dagger. I have pasted them below: Pixel 2 XL (taimen) | 3 | 27.3% Nexus 6P (angler) | 3 | 27.3% Pixel (sailfish) | 2 | 18.2% Pixel XL (marlin) | 1 | 9.1% Others | 2 | 18.2% Moto G(4) (athene) | 5 | 33.3% Moto G (5) Plus (potter_n) | 4 | 26.7% Moto G (5S) (montana) | 2 | 13.3% Aquaris U (chaozu) | 2 | 13.3% Galaxy J7 Pro (j7y17lte) | 2 | 25.0% Galaxy J5(2016) (j5xnlte) | 2 | 25.0% Galaxy S7 (heroqltespr) | 2 | 25.0% Galaxy S8 (dreamlte) | 2 | 25.0%",https://github.com/commons-app/apps-android-commons/pull/1046,maskaravivek,0,medium
